,COUNTRYNAME,YEAR,"Agriculture, forestry, and fishing, value added (% of GDP)",GDP (current US$),"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Population, total","Services, value added (% of GDP)","Stocks traded, total value (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)(current US$)","Industry (including construction), value added (% of GDP)(current US$)","Services, value added (% of GDP)(current US$)","Stocks traded, total value (% of GDP)(current US$)",Tax revenue (% of GDP)(current US$),Trade (% of GDP)(current US$),GDP per Capita,GDP Growth
361,Mexico,2011,2.975694839,1229010000000.0,33.82310221,5.669633697,115243504.0,59.88664883,8.119458694,9.617072145,62.16238727,3657158714079.39,41568930847112.1,73601290278558.3,9978895929512.941,11819477836926.45,76398195578702.7,10664.46226765198,11.180365833800732
362,Mexico,2012,3.048729372,1255110000000.0,34.09634248,4.542214916,116818208.0,59.9372073,9.535941033,9.352411064,64.2579319,3826490722090.92,42794660410072.8,75227788254303.0,11968654949928.63,11738304650537.04,80650772907009.0,10744.12988769696,2.1236605072375347
363,Mexico,2013,3.024542781,1327440000000.0,32.16827512,1.70388282,118343573.0,61.06657772,12.33142872,9.883610121,62.69167477,4014899069210.64,42701455125292.8,81062217928636.8,16369231740076.8,13119899419020.24,83219436756688.8,11216.83219755415,5.762841503931937
364,Mexico,2014,3.027136522,1364510000000.0,31.91755412,4.368368917,119784261.0,60.07827056,9.383266092,10.24285504,64.09840903,4130558055634.22,43551821772281.195,81977400961825.6,12803560415194.92,13976478130630.4,87462920105525.3,11391.39640390652,2.792593262219012
365,Mexico,2015,3.085186344,1213290000000.0,30.8402536,3.225428898,121072306.0,60.50613597,8.543190689,12.34597578,70.41297467,3743225739311.76,37418171290344.0,73411489711041.3,10365367831056.809,14979248954116.2,85431358037364.3,10021.201710653797,-11.082366563821445
366,Mexico,2016,3.246289078,1112230000000.0,30.6167914,6.077587822,122251351.0,60.07506838,10.06042983,13.12378561,75.69030341,3610620101223.9404,34052913898822.0,66817293304287.4,11189511869820.9,14596668069010.3,84185026161704.3,9097.895368043826,-8.329418358347962
367,Mexico,2017,3.29751178,1190720000000.0,31.95868467,6.567594921,123400057.0,59.36533103,9.160073774,12.68743173,76.95212604,3926413226681.5996,38053845010262.4,70687486964041.6,10907083044177.281,15107178709545.6,91628435518348.8,9649.266207389192,7.056993607437301
368,Mexico,2018,3.296959452,1256300000000.0,32.04386544,5.204499988,124573711.0,59.26957922,7.466099367,12.7121573,80.21266166,4141970159547.5996,40256708152272.0,74460372374086.0,9379660634762.1,15970283215990.0,100771166843458.0,10084.792288157812,5.507592045149146
369,Mexico,2019,3.315024403,1304110000000.0,31.83829613,4.319010237,125762982.0,59.155603,6.495074538,12.78774861,77.46197226,4323156474196.3296,41520640366094.3,77145413428330.0,8470291655751.18,16676630839787.1,101018932643988.6,10369.585543065446,3.8056196768287753
370,Mexico,2020,3.711148881,1121060000000.0,30.99998039,4.619790123,126799054.0,59.18964986,7.376988592,13.89751345,76.8545557,4160420564533.8604,34752838016013.402,66355148872051.6,8270046830947.52,15579946428257.0,86158568213042.0,8841.233153048603,-14.036392635590555
371,Mexico,2021,3.782665287,1316570000000.0,31.96952899,4.487972728,127648148.0,58.32569952,6.858921787,13.41126212,83.06929763,4980143636905.59,42090122782364.3,76789866217046.4,9030250657110.59,17656865369328.4,109366545180729.1,10314.054850212164,17.439744527500768
372,Mexico,2022,3.899314572,1466460000000.0,33.13722271,6.63122009,128613117.0,58.154441,7.20654344,13.40840376,88.82693478,5718188847255.12,48594411615306.6,85281161548860.0,10568107693022.4,19662887777889.6,130261146777478.8,11402.102944134384,11.38488648533691
373,Mexico,2023,3.838183241,1793800000000.0,32.48197982,4.483115778,129739759.0,57.66322576,6.472447532,14.22934144,73.76953312,6884933097705.8,58266175401116.0,103436294368288.0,11610276382901.602,25524592675072.0,132327788510656.02,13826.139448894768,22.32178170560397
374,Mexico,2024,3.765967251,1852720000000.0,31.63490741,4.935408693,130861007.0,58.18325333,5.910142357,,74.71159561,6977282845272.721,58610625656655.2,107797277109557.6,10949838947661.04,,138419667418559.2,14157.922535320242,3.28464711785037
375,Netherlands,2000,2.310749219,417649000000.0,21.09971229,3.270133712,15925513.0,66.36863626,155.7244673,20.92943026,125.6670301,965082100566.131,8812273738206.209,27718794565352.742,65038168043377.695,8741155618658.74,52484709454234.9,26225.152056326224,-77.45752191372685
376,Netherlands,2001,2.235469757,432536000000.0,21.2866582,4.374991843,16046180.0,65.6140191,105.4035036,21.00836334,119.4754639,966921146813.7521,9207245991195.201,28380425365437.598,45590809833129.59,9086873445630.24,51677439253450.4,26955.699113433853,3.564476390461846
377,Netherlands,2002,2.087488392,475530000000.0,20.51119405,3.877693563,16148929.0,66.71193734,111.0542281,21.0800933,112.7500244,992663355047.76,9753688106596.5,31723527563290.203,52809617088393.0,10024216766949.0,53616019102932.0,29446.534813547078,9.939981874341086
378,Netherlands,2003,2.067776136,582436000000.0,20.03297721,2.286086629,16225302.0,67.1544627,92.52797291,20.08405499,111.3045032,1204347261547.296,11667927114283.559,39113176637137.195,53891622429808.76,11697676652155.639,64827749625795.2,35896.77406312684,22.48144175972073
379,Netherlands,2004,1.874624934,661225000000.0,19.95511435,1.197449725,16281779.0,67.25905943,95.05106253,20.35543566,116.95816,1239548871984.1501,13194820486078.75,44473371571601.74,62850138821399.25,13459522944283.5,77335659346000.0,40611.348428203084,13.527494866388757
380,Netherlands,2005,1.87119659,688134000000.0,20.27979361,1.979590132,16319868.0,66.84221564,86.42250195,20.88779691,122.2558495,1287633994263.06,13955215496023.738,45996401217215.766,59470261956861.3,14373603238865.94,84128406739833.0,42165.41457320611,4.069567847555677
381,Netherlands,2006,1.959846385,737594000000.0,20.47224927,2.576621148,16346101.0,66.43714124,122.1246303,21.10175608,127.1956135,1445570934497.69,15100208228056.379,49003636755776.56,90078394561498.2,15564528674071.521,93818721343919.0,45123.54352882072,7.187553586946738
382,Netherlands,2007,1.831801212,853499000000.0,20.43129541,2.04942753,16381696.0,66.79844246,180.6052072,21.25005018,129.7982417,1563440502640.788,17438090201139.59,57012403841167.55,154146363739992.78,18136896578579.82,110782669492708.31,52100.77149521026,15.713929343243027
383,Netherlands,2008,1.65239007,957902000000.0,20.78369535,2.412266147,16445593.0,66.64281689,101.3427313,21.70431706,130.15205,1582827752833.1401,19908743343155.7,63837287584564.79,97076404997732.6,20790608720408.12,124672908999100.0,58246.72907811838,12.232351766082905
384,Netherlands,2009,1.5659192,878954000000.0,19.58319382,0.437660528,16530388.0,68.37868331,61.67290466,20.8039697,115.1096604,1376370944516.8,17212726540864.281,60101717210057.74,54207646242525.64,18285732383693.8,101176096447221.6,53172.012659351974,-8.241761683345484
385,Netherlands,2010,1.787808193,852465000000.0,18.9533173,0.710272807,16615394.0,68.79002585,65.38596206,20.80146558,130.0817079,1524043911245.745,16157039632144.498,58641089386220.26,55739244147477.9,17732521355654.7,110890103124973.5,51305.73491064973,-3.0136958248099477
386,Netherlands,2011,1.598443933,913141000000.0,19.32095858,0.242655838,16693074.0,68.89116527,56.66715618,20.66437708,141.7570993,1459604691423.553,17642759438699.777,62907347545813.07,51745103661361.38,18869489951208.28,129444219411901.3,54701.78829854825,7.1177115776014155
387,Netherlands,2012,1.696970065,845689000000.0,19.32267043,1.329129621,16754962.0,69.08764691,49.36356764,20.32231797,149.3932231,1435108917299.785,16340969833276.27,58426663027670.99,41746226153903.96,17186360761731.33,126340205450215.9,50473.9431817273,-7.386811018232676
388,Netherlands,2013,1.844742903,883952000000.0,18.68707433,1.144927441,16804432.0,69.36446669,53.91613216,20.55976333,150.6518502,1630664178592.656,16518476728152.162,61314859059558.88,47659272855096.32,18173843915080.16,133169004287990.4,52602.31348491874,4.524476491949159
389,Netherlands,2014,1.800989351,901557000000.0,17.68187826,0.344078059,16865008.0,70.30268469,52.81721435,21.53937288,151.7158911,1623694556319.5068,15941221118450.82,63381877501062.336,47617729317742.95,19418972395574.16,136780523632442.69,53457.25302946788,1.9916239795825907
390,Netherlands,2015,1.805985626,775744000000.0,17.41481031,0.888432954,16939923.0,70.54585762,,21.79611685,160.3258126,1400982513455.744,13509434609120.64,54725525773569.29,,16908206869686.4,124371787169574.4,45793.83271104597,-13.95507993393651
391,Netherlands,2016,1.863991391,797164000000.0,16.96407123,0.56554376,17030314.0,70.63796994,,22.34790155,150.9655292,1485906833215.124,13523146877991.719,56310046669250.164,,17814942591204.2,120344285119188.8,46808.53212688856,2.761220196353431
392,Netherlands,2017,1.967874214,848234000000.0,17.12101175,1.439327067,17131296.0,70.39958128,,23.06139219,159.6460597,1669217816038.0762,14522624280749.5,59715318427459.52,,19561456942892.46,135417215803569.8,49513.70871182192,6.406460903904332
393,Netherlands,2018,1.75987237,929734000000.0,17.32410485,2.533402893,17231624.0,70.28235441,,22.9523939,163.5591466,1636213178049.58,16106809298609.9,65343894495026.94,,21339620990222.6,152066499605004.4,53955.10022734944,9.608197737888368
394,Netherlands,2019,1.75880699,928903000000.0,17.11275575,3.0278837,17344874.0,70.25080535,,23.57577489,160.6766719,1633761089431.97,15896090154442.252,65256183842031.05,,21899608022645.67,149253042557925.7,53554.9004276422,-0.08938040342721942
395,Netherlands,2020,1.737372055,932561000000.0,17.37947709,2.355730223,17441500.0,69.82153508,,23.9228232,152.2332304,1620205420982.855,16207422534527.492,65112840575739.88,,22309491926215.2,141966773575054.4,53467.93567067053,0.3937978454155111
396,Netherlands,2021,1.654646402,1054470000000.0,17.70612977,2.747343297,17533044.0,69.44299254,,24.3086759,163.1548427,1744774991516.94,18670582658571.902,73225552343653.81,,25632769476273.0,172041886981869.0,60141.86697985815,13.072496061919804
397,Netherlands,2022,1.641947234,1046540000000.0,18.65639653,6.155574965,17700982.0,69.07136101,,23.89879455,184.1074843,1718363458270.36,19524665224506.2,72285942151405.4,,25011044448357.0,192675846619322.0,59123.27349974143,-0.7520365681337515
398,Netherlands,2023,1.722556878,1154360000000.0,18.74692651,7.343742563,17877117.0,69.64712406,,24.84088127,165.905457,1988450757688.08,21640702086083.6,80397854129901.6,,28675319702837.2,191514623342520.0,64571.93293527138,10.302520687216932
399,Netherlands,2024,1.679988361,1227540000000.0,17.86485498,5.19981303,17994237.0,70.34498265,,,156.1736685,2062252912661.94,21929824082149.2,86351280002181.0,,,191709425030490.0,68218.50795896487,6.339443501160824
400,New Zealand,2000,7.75290181,52623281957.0,23.58998323,2.884878509,3857700.0,61.81126345,18.95590626,,68.51692688,407983137932.5656,1241382338873.1917,3252711544647.7583,997521999870.4413,,3605585562033.392,13641.102718459186,-95.71311061496978
401,New Zealand,2001,7.981384797,53872425917.0,23.10973336,3.861395446,3880500.0,62.11930512,15.79598441,28.55763254,67.23382435,429976561191.4526,1244977398398.2234,3346517663092.7188,850967999913.812,1538468943376.0586,3622049221411.966,13882.856826955289,2.373747728278741
402,New Zealand,2002,5.852893528,66627729311.0,23.85838246,0.298406415,3948500.0,63.20636776,3.882497613,28.20805365,62.65599456,389965005669.6878,1589629848343.1904,4211296761844.7974,258682000009.56763,1879438562982.3655,4174626645255.169,16874.18749170571,23.676868410663012
403,New Zealand,2003,5.729332466,88250885550.0,23.25780958,2.069319427,4027200.0,63.90499785,4.376126059,29.24813843,57.91476935,505618663734.86523,2052522291388.2737,5639672651333.346,386196999985.1815,2581174117136.487,5111029681561.498,21913.70817193087,32.453689271127686
404,New Zealand,2004,5.365588545,103905000000.0,23.55217102,2.759012943,4087500.0,63.89081192,4.899070986,29.25793128,58.79955227,557511477768.225,2447188329833.1,6638574812547.6,509037970800.33,3040045349648.4,6109567478614.35,25420.183486238533,17.73819531944629
405,New Zealand,2005,4.517697024,114720000000.0,23.9417689,2.000578183,4133900.0,64.3076772,4.756079008,30.31290683,58.01874344,518270202593.28,2746599728208.0,7377376728384.0,545617383797.7601,3477496671537.6,6655910247436.8,27751.03413241733,10.408546268225782
406,New Zealand,2006,4.983605032,111539000000.0,22.99539546,2.709625244,4184600.0,64.33164345,4.847550342,31.98588405,59.60326504,555866321664.2479,2564883414212.94,7175487178769.55,540690917596.338,3567673521052.9497,6648088579296.56,26654.63843617072,-2.7728382147838238
407,New Zealand,2007,6.068365538,137189000000.0,22.96904212,5.309590457,4223800.0,63.40445592,4.337244462,30.10987127,58.42516057,832512999792.682,3151099919400.68,8698393903208.88,595022230497.318,4130743129660.03,8015289353437.73,32479.99431791278,22.996440706837973
408,New Zealand,2008,5.001027175,133437000000.0,23.41801824,2.742011054,4259800.0,64.18371163,2.471343684,31.45316344,64.26114485,667322063150.475,3124830099890.88,8564481928772.311,329768687161.90796,4197015769943.2803,8574814385349.449,31324.71008028546,-2.734913149013407
409,New Zealand,2009,5.7369937,121663000000.0,21.59202345,2.635363526,4302600.0,65.38704427,2.709811607,29.61479378,55.01435019,697979864523.1,2626950348997.35,7955183967021.011,329683809542.441,3603024655656.14,6693210887165.971,28276.623436991587,-8.823639620195301
410,New Zealand,2010,6.571305235,146888000000.0,21.373911,3.159726827,4350700.0,64.2365199,1.304396051,26.08635998,58.1047406,965245883358.6799,3139571038968.0,9435573935071.201,191600127139.288,3831773244742.24,8534889137252.8,33761.92336865332,20.733501557581178
411,New Zealand,2011,6.27701974,168485000000.0,21.08219628,2.472703453,4384000.0,64.28283397,,25.63774558,59.17241056,1057583670893.9,3552033840235.8003,10830693281435.45,,4319575564046.3003,9969663593201.6,38431.79744525548,14.70303905016066
412,New Zealand,2012,5.50645632,176561000000.0,21.07963254,-0.178924619,4408100.0,64.97389022,3.028623957,26.85610253,56.9087672,972225434315.52,3721841000894.94,11471855031133.42,534736874471.877,4741740318799.33,10047868845599.2,40053.76466051133,4.793305041991869
413,New Zealand,2013,7.029821142,191012000000.0,20.32955238,4.183362983,4442100.0,64.39795296,4.634296862,26.70130344,55.98612411,1342780195975.704,3883188459208.56,12300781790795.52,885206312204.344,5100269372681.28,10694021538499.32,43000.38270187524,8.184706701933052
414,New Zealand,2014,4.772000313,201518000000.0,21.44477332,0.447623377,4516500.0,65.4705105,4.295136266,26.82641808,55.0986551,961643959075.134,4321507829899.76,13193486334939.0,865547270051.788,5406006118645.44,11103370778441.8,44618.17779253847,5.500177999287992
415,New Zealand,2015,4.467286721,178224000000.0,21.20797123,1.463968428,4609400.0,65.8988375,5.083025578,27.39326757,54.85133173,796177708563.5039,3779769464495.5195,11744754414600.0,905917150613.472,4882137719395.68,9775823746247.52,38665.336052414634,-11.559265177304257
416,New Zealand,2016,5.544327749,189100000000.0,20.17323954,2.420477146,4714100.0,65.60425847,5.782917568,27.24804618,52.40624781,1048432377335.8999,3814759597014.0,12405765276677.0,1093549712108.8,5152605532638.0,9910021460871.0,40113.70144884496,6.102432893437482
417,New Zealand,2017,5.909422083,206746000000.0,20.52918454,3.614623782,4813600.0,65.03354229,5.740321832,27.30737243,54.14329704,1221749377971.918,4244326786906.84,13445424734288.34,1186788577478.672,5645690020412.78,11193910089831.84,42950.39056007977,9.331570597567417
418,New Zealand,2018,5.661381188,211986000000.0,20.38195147,1.760175019,4900600.0,65.52710086,5.748946253,27.46413207,55.76648149,1200133552519.368,4320688364319.42,13890828002907.96,1218696120388.458,5822011500991.0205,11821713345139.139,43257.15218544668,2.5345109457982185
419,New Zealand,2019,5.689462664,213006000000.0,20.36793611,3.139930574,4979200.0,65.49207125,5.854990014,28.14868999,54.45429718,1211889684207.984,4338492599046.6597,13950204128677.498,1247148002922.084,5995839860009.94,11599092025123.08,42779.161311053984,0.48116385044294496
420,New Zealand,2020,5.704648954,213030000000.0,19.97783893,1.917446036,5090200.0,66.2725568,10.4207982,27.33418467,43.97724229,1215261366670.6199,4255879027257.9004,14118042775104.0,2219942640546.0,5823001360250.1,9368471925038.7,41851.00781894621,0.011267288245409013
421,New Zealand,2021,5.768448843,253978000000.0,18.82759543,4.563446301,5111300.0,67.20091123,8.10058569,29.02193188,48.54124777,1465059100247.4539,4781795032120.54,17067553032372.941,2057370552374.8203,7370932215018.64,12328409026129.059,49689.51147457594,19.221705863023985
422,New Zealand,2022,4.568983261,249510000000.0,19.60444498,5.891468761,5117100.0,67.41029114,5.643389236,29.60076199,53.47616277,1140007013452.1099,4891505066959.8,16819541742341.4,1408082048274.36,7385686124124.899,13342837372742.701,48760.03986633054,-1.759207490412551
423,New Zealand,2023,,255195000000.0,,4.149848578,5245000.0,,4.751421971,,50.40643168,,,,1212539129889.345,,12863469332577.6,48654.90943755958,2.2784657929541874
424,New Zealand,2024,,260236000000.0,,3.601447728,5338500.0,,4.8343055,,,,,,1258060326098.0,,,48747.02631825419,1.9753521816650021
425,Norway,2000,1.784138167,171457000000.0,36.79982931,15.33330993,4490967.0,49.63117872,35.20149595,26.67195447,74.31251872,305902977699.31903,6309588334004.67,8509613009795.04,6035542891099.15,4573093297562.79,12741401522175.04,38178.19191278849,-34.11480348606649
426,Norway,2001,1.544767755,174239000000.0,35.56961476,1.712640281,4513751.0,51.24369059,30.32777542,26.03931301,73.15830391,269158788863.445,6197614106167.64,8928649404711.01,5284281261405.38,4537063859549.39,12747029714974.49,38601.81919649533,1.6225642580938615
427,Norway,2002,1.473840341,195915000000.0,33.61632074,-1.520206736,4538159.0,53.17480157,18.62581092,27.1341212,67.51701409,288747430407.015,6585941477777.1,10417741249586.55,3649075746391.8,5315981354898.0,13227595815442.352,43170.5896598158,12.440383611017047
428,Norway,2003,1.256515167,229385000000.0,33.81378552,2.860823315,4564855.0,53.57432909,21.313534,25.86954581,66.32075094,288225731582.29504,7756375191505.201,12289147478309.65,4889004996590.0,5934085765626.851,15212985454371.898,50250.2270061152,17.08393946354285
429,Norway,2004,1.335590449,265269000000.0,35.42608646,5.850205815,4591910.0,52.07712221,34.50279771,27.31696869,68.67195377,354290742815.78094,9397442529157.74,13814446131524.49,9152522645733.99,7246344967427.61,18216540504614.13,57768.77160048868,15.643568672755404
430,Norway,2005,1.35951412,309979000000.0,38.38041058,8.763004128,4623291.0,49.52492117,45.72233027,28.20373383,70.46945049,421420827403.48004,11897121291177.82,15351685539355.43,14172962214764.33,8742565208889.57,21844049793439.71,67047.26135560145,16.854589115200035
431,Norway,2006,1.365562318,346915000000.0,40.05629989,8.732188261,4660677.0,47.84636952,81.52919562,28.79829887,71.65992995,473734051548.97003,13896131276339.35,16598623282030.8,28283700898512.297,9990561852486.05,24859904598604.254,74434.46520752243,11.91564589859313
432,Norway,2007,1.20029286,402643000000.0,37.61926027,3.077661984,4709153.0,49.9670787,101.2897868,28.08021781,71.94202631,483289518028.98,15147131812893.61,20118894469004.1,40783623626512.4,11306303139671.83,28966953299537.332,85502.21239360879,16.063877318651553
433,Norway,2008,1.082552958,464918000000.0,40.81159056,10.56638303,4768212.0,48.17318712,58.44479266,27.7643981,74.78527993,503298356127.444,18974043059974.08,22396581809456.16,27172036113901.88,12908168435855.8,34769022774495.742,97503.63448605053,15.466554739558358
434,Norway,2009,1.236088522,387976000000.0,34.86907471,-5.115943978,4828726.0,53.19316378,53.53214001,25.84735411,67.46431546,479572680411.472,13528364129686.959,20637670910709.28,20769185552519.758,10028153058181.361,26174535254908.957,80347.48710115255,-16.549585088123063
435,Norway,2010,1.524784952,431052000000.0,35.30948421,5.955361321,4889252.0,52.2863522,49.18692854,26.74376696,68.23951936,657261603129.504,15220223787688.92,22538136688514.402,21202123921024.08,11527954235641.92,29414781299166.723,88163.17915296655,11.102748623626212
436,Norway,2011,1.30483724,501361000000.0,37.62458055,6.672789995,4953088.0,50.57725658,36.8578242,27.5519417,69.59873363,654194503483.6399,18863497329128.547,25357463936205.38,18479075598736.203,13813469042653.701,34894090691470.43,101221.90439580318,16.311025119939117
437,Norway,2012,1.077275113,512777000000.0,37.47657624,3.353089319,5018573.0,51.09708684,23.32535541,26.87254323,68.49855284,552401900618.801,19217126334618.48,26201410898554.68,11960705771073.57,13779622099849.71,35124482429636.68,102175.85755950944,2.2770020005544955
438,Norway,2013,1.253035674,526014000000.0,36.27393147,2.553238901,5079623.0,52.05752774,18.35151614,25.01013644,67.97279259,659114307023.4359,19080595788260.582,27382988396628.36,9653154410865.96,13155681909350.16,35754640521436.26,103553.74798484061,2.581434034677832
439,Norway,2014,1.383431337,501736000000.0,34.67383521,0.258332843,5137232.0,53.4347468,20.39523051,23.41203172,69.13737722,694117305301.032,17397111382924.56,26810136120444.8,10233021375165.361,11746659147065.92,34688711096853.92,97666.60333814008,-4.6154665084959685
440,Norway,2015,1.481830296,388160000000.0,31.59863177,-2.804468112,5188607.0,55.98337222,24.73182982,22.08854882,70.43185654,575187247695.36,12265324907843.201,21730505760915.2,9599907062931.201,8573891109971.2,27338829434566.4,74810.05980988732,-22.636605704992263
441,Norway,2016,2.033898849,370957000000.0,28.53061663,-1.598097168,5234519.0,57.93169846,28.39484093,21.96037593,69.1168424,754489015328.4929,10583631953214.91,21490169065626.22,10533265006870.01,8146355173865.011,25639376506176.797,70867.44741971516,-4.431935284418797
442,Norway,2017,1.918778924,401745000000.0,30.49336719,4.080949361,5276968.0,56.28612775,29.33261796,22.29004036,69.10878176,770859838822.38,12250557801746.55,22612670392923.75,11784232602340.2,8954912264428.2,27764107528171.2,76131.78628333543,8.299614241003672
443,Norway,2018,1.811199019,439789000000.0,32.64461227,6.742924602,5311916.0,54.57404711,27.09672852,23.31360593,70.00319579,796545405366.991,14356741385611.031,24001065604459.79,11916843139082.28,10253067438348.771,30786635473288.312,82792.91314094575,9.469688483988591
444,Norway,2019,1.782461022,408743000000.0,29.82445898,-0.548437002,5347896.0,57.31028928,24.88197953,23.2830044,70.89582053,728568465515.346,12190538836862.14,23425179571175.04,10170334959030.79,9516765067469.2,28978170370893.79,76430.61869565153,-7.059294343423783
445,Norway,2020,1.843929425,367633000000.0,26.88316734,-2.517260603,5379475.0,59.60411085,,21.25318677,65.35397904,677889306301.025,9883139458706.22,21912438084118.05,,7813372811815.41,24026279376412.32,68339.94023580368,-10.057664596090943
446,Norway,2021,1.598869177,503368000000.0,37.90192304,20.21347549,5408320.0,50.56725003,,25.50551801,71.22271378,804819579888.136,19078615196798.72,25453935513101.04,,12838661589657.68,35851234990011.05,93072.8950949648,36.921331871730764
447,Norway,2022,1.634424432,596298000000.0,49.12889713,28.41678519,5457127.0,41.82328156,,31.34459755,82.60947984,974604019952.7361,29295463100824.74,24939139147664.88,,18690720829869.9,49259867609632.32,109269.5845268032,18.461642376948873
448,Norway,2023,2.080148441,482950000000.0,39.06611685,-11.07680342,5519594.0,49.95819905,,27.05267155,80.36384564,1004607689580.95,18866981132707.5,24127312231197.5,,13065087725072.5,38811719251838.0,87497.37752450633,-19.008616497120567
449,Norway,2024,2.038224305,483727000000.0,37.04582523,-0.204673582,5572272.0,51.758485,,,81.22214583,985944128384.735,17920065901032.21,25036976673595.0,,,39289344935908.414,86809.6532258296,0.16088622010559384
450,Qatar,2000,0.372799554,17759890110.0,,32.65461495,644989.0,,,,89.61265972,6620879112.097011,,,,,1591510989092.0232,27535.182941104424,-96.32853032598966
451,Qatar,2001,0.37593985,17538461538.0,,-4.951940971,677925.0,,,,94.96867168,6593406599.826489,,,,,1665604395574.63,25870.799185750635,-1.2467902145144483
452,Qatar,2002,0.256795869,19363736264.0,,3.009005175,711205.0,,,,88.46972363,4972527481.000693,,,,,1713104395720.2888,27226.659351382514,10.407268174835282
453,Qatar,2003,0.234640393,23533791209.0,,17.17646774,744682.0,,,,90.16494869,5521978018.059705,,,,,2121923076840.6582,31602.47086541638,21.535383916340244
454,Qatar,2004,0.181799294,31734065934.0,,13.10678485,773332.0,,,,90.37242884,5769230782.550651,,,,,2867884615424.283,41035.50083793248,34.844682066627584
455,Qatar,2005,0.133258478,44530494505.0,,30.54269981,825408.0,,,,94.74554417,5934065922.323664,,,,,4219065934035.42,53949.676408515545,40.323949025674196
456,Qatar,2006,0.121835107,60882142857.0,,8.361613535,972831.0,,34.08897753,,98.57091931,7417582389.371881,,,2075409999830.523,,6001208790977.239,62582.4453137287,36.72011401122886
457,Qatar,2007,0.109942375,79712087912.0,,10.9698606,1208595.0,,37.5603259,,96.11410571,8763736261.25407,,,2994012000144.171,,7661456043938.781,65954.34195243237,30.92851889137309
458,Qatar,2008,0.124647567,115270000000.0,,22.89956469,1426938.0,,41.8031292,,89.43284165,14368125048.09,,,4818646702884.0,,10308923656995.5,80781.36541321347,44.607929637039454
459,Qatar,2009,0.123319456,97798351648.0,,-24.21810088,1608903.0,,25.8891889,,80.14416297,12060439522.928062,,,2531919999923.698,,7837967032674.68,60785.73515494719,-15.157151342066456
460,Qatar,2010,0.117906612,125122000000.0,,6.979329894,1616832.0,,14.70681011,,86.07028995,14752711106.664,,,1840145494583.42,,10769286819123.9,77387.13731544155,27.938761637153608
461,Qatar,2011,0.09660604,167775000000.0,73.21426579,18.27017134,1624761.0,28.55712538,13.65433665,,98.72163869,16208078361.0,12283523442917.25,4791171710629.5,2290856331453.75,,16563022931214.752,103261.3412064913,34.08912901008616
462,Qatar,2012,0.094196462,186834000000.0,73.46916076,6.329962236,1722438.0,28.48277422,10.38892905,,105.7462944,17599101781.308,13726537181433.84,5321550638619.4795,1941005170127.7,,19757003167929.598,108470.6677395645,11.359856951274017
463,Qatar,2013,0.096022952,198728000000.0,71.76825133,0.767488572,1916426.0,30.32241725,10.34813763,,102.3832081,19082449205.056,14262361050308.24,6025913335258.0,2056464694934.6401,,20346410179296.8,103697.19467383556,6.366078979200784
464,Qatar,2014,0.117168463,206225000000.0,69.75794746,-1.482751063,2151745.0,32.85081086,26.53888546,,99.03437474,24163066282.175,14385832714938.5,6774658469603.501,5472981653988.5,,20423363930756.5,95840.81756899632,3.7724930558351133
465,Qatar,2015,0.161318389,161740000000.0,57.4407932,-25.1298075,2344557.0,46.06824649,14.93271091,,93.70760417,26091636236.86,9290473892168.0,7451078187292.6,2415216662583.4,,15156267898455.799,68985.31364347295,-21.57109952721542
466,Qatar,2016,0.18387227,151732000000.0,53.20526006,-8.976699058,2477113.0,50.77810318,12.49316156,,89.54760012,27899307271.64,8072940519423.92,7704663151707.761,1895612389821.9202,,13587236461407.84,61253.564128887134,-6.187708668232972
467,Qatar,2017,0.214741537,161099000000.0,56.68796532,7.787569656,2545820.0,47.30034098,11.37820031,,91.49458792,34594646869.163,9132374525086.68,7620037631537.0205,1833016691740.6902,,14739686619324.08,63279.80768475383,6.173384651886216
468,Qatar,2018,0.218257646,183335000000.0,60.38152349,12.41440353,2580734.0,43.09241676,10.35266849,,91.83844898,40014265529.41,11070046609039.15,7900348226694.6,1898006477614.15,,16837202043748.299,71039.86695258015,13.802692754144964
469,Qatar,2019,0.260005315,176371000000.0,57.16456608,-4.455914205,2638657.0,46.45452824,7.564259289,,90.04637555,45857397411.865005,10082171684095.68,8193231600217.04,1334115975060.219,,15881569302129.049,66841.19989828159,-3.7985109226279734
470,Qatar,2020,0.338750396,144411000000.0,52.33343072,-15.10042032,2794148.0,52.74386805,16.04746985,,90.01909488,48919283436.756004,7557523063705.92,7616794728968.551,2317431168508.3496,,12999747510715.68,51683.37539743779,-18.120892890554575
471,Qatar,2021,0.29823968,179732000000.0,59.9840088,22.46602213,2504910.0,44.76882093,17.22911243,,92.77915857,53603214165.76,10781045869641.6,8046389723390.76,3096622835268.7603,,16675383728103.242,71751.87930903705,24.458663121230373
472,Qatar,2022,0.256559618,235709000000.0,65.34889949,25.87691737,2657333.0,38.54143627,18.56033904,,100.2136472,60473410999.161995,15403323749888.408,9084563401765.43,4374838954779.36,,23621258567864.8,88701.340780399,31.144704337569262
473,Qatar,2023,0.292779131,213003000000.0,60.36805079,-10.69348145,2656032.0,45.28061745,16.15239729,,,62362833240.393005,12858575922422.37,9644907358702.35,3440509079961.87,,,80195.94643438031,-9.633064499022105
